appid,review
399810,Best game I’ve played in a long time
242050,LEAVE HER JOHNNY LEAVE HER
19830,Rainbow Six Is Best Game The Grahpics is good really Fun!
282070,"amazing game, it is kinda hard but it's really fun. 100% recomended"
403640,PARKOUR!
304930,"THIS GAME IS SO COOL I ALLREDY HAVE A LAN SUAVER!!!!

I LIKE IT SO MUCH!!!!!!!"
519190,Good semi-casual survival shooter
433340,good game
252950,"my teammates are always trash.

10/10 would play again"
700030,"A game full of everything you don't want. Extremely buggy and on newer hardware. I don't even want to start with the launcher issues.. I cannot and will not recomend this game, I have put nearly 500ish hours on the mmo since before EA... If you want to play a game where your only allowed to do what other big guilds want you too otherwise you get murdered back to back.. Then this is your game. Honestly, I would stay away. Since I started playing 2.5 months ago the devs are extremely shady and delete any negative feedback they see asap regardless of the content (helpful or not).. There is alot of kos in a game where kos shouldn't really be a thing (especially towards newer people and solos).. It's actually sad because I love the aspect of this game and what it throws at you however it just isn't worth it and will only get worse.. If the devs get there crap together before I say my goodbyes then I will re-review.. If not then I wish the best

Edit: Over one year later and the launcher is still as bugged as day one making you redownload it everytime it hangs or messes up and also no matter what I try now it constantly crashes when hitting play inside of the launcher so dissapointing... And to top it off no matter how many bug reports(I have sent hundreds) and complaints people make about the launcher the life team just doesn't seem to care(worst experience for a game ever 99/99 will never support these money grabbing pricks again.. Seriously if your thinking about it then just move on... I actually hoped this game would get it's $#!% together :steamfacepalm: 

Ps. Don't let them fool you with the comments about there launcher saying they will fix it or they will try to help you by sending to a link telling you to fix something they should be fixing with there crappy coding which might I add there workaround doesn't even work so thanks so much for your fake help........"
311690,its mad fun
578080,bad game
227860,"I enjoy this game, but it does not come without it's downfalls. All in all a good game, but extreamly frustrating.
Pros: 
Great game concept
Simple easy-to-learn game mechanics
cute charictors
plenty of potential for growth
overall fun game, plenty of hours of game time
Cons:
 Should be renamed babysiter simulatior: 2014
AI pathfinding is HORRIBLE
Frustratingly stupid AI
Slow devs
'physics' leave much to be desired (think Ace of Spades physics)
Save mechanic is a bit dodgy

I have, all in all, enjoyed this game; however, do not buy this game expecting a finished product, now or in the near future."
394360,I just cant stop play it ;)
219150,GOTY 2012
105600,pretty fun ey
594650,"***The first three sentences were my original review from over a year ago. The rest is a take after returning from a very long hiatus***

The atmosphere is brutal, and unforgiving.

The devs are very communicative with the players.

Mainly posting this review to mitigate some of the people crying about optimization.

********************What now?********************

Having returned after over a year of not playing I can deftly say that my original thoughts on this game hold true; this game is brutal, and unforgiving. However, the good has stayed, the bad has left.

Whether playing solo, or with a partner, you'll want to be on your toes for every second. Be ready for some cheap shots you might not agree with and, some wins that will scratch an itch like no other

Not to sound cliche' but, Hunt: Showdown is the epitome of Dark Souls battle royale. The only difference is the theme. You're going to die... A lot... You're going to scoff constantly. You're going to get angrier than you thought you would- or, should- at a video game. You're going to hate it.

Then, you're going to win.

You're going to appreciate the skulking, the planning, the necessary communication (though, you should keep it to a minimum), and the trust you need to develop with yourself, or a teammate. This game isn't about speed; it's about a REAL hunt. Stay low, move slow, and always be checking your six.

To the original complaints about optimization: don't expect to be able to play it on mom's laptop in her den, and don't think your $400 PC you built 3 years ago will be able to coast along on medium settings. It's still a horse. Albeit a smooth-running horse, now.

The sound design is the best I've ever heard. Period. It is the most immersive (and necessary) element of this game. It is key to every decision you make while hunting. You WILL need to know what's going on around you at all times, and a halfway decent pair of headphones will really give you a leg up on your opponents, whether they be human or AI.

I can't recommend this game enough. You don't need to be a dead-shot but, you do need to have some wits, and common sense. This isn't a twitch shooter. You will die with one well-placed headshot, even from one of the weaker rifles. This is about hunting while being hunted at the same time.

Do not get overconfident. You will get taken down many pegs if you think you're going to be playing PUBG, or Fortnite. This is a very calculated, and cold game. Be aware of your surroundings as much as you can. Learn what risks are, and are not, worth taking. Once you've left a game with one, or BOTH bounties, you'll get it. The name ""Hunt: Showdown"" isn't a misnomer. You need to treat it like a real hunt. That's all there is to it.

tl;dr:

Get it if you want a slower-paced battle royale with:

More PvE than the average battle royale.

An INSANELY immersive experience.

Accurate bullet physics.

A REAL challenge, and REAL firefights.

This is the definitive Wild West/Dark Souls/Battle Royale/RPG/Zombie Apocalypse Sim/Horror Game/Arma Mod/STALKER sequel/Kitchen Sink you've been waiting for. It deserves your attention. At the very least, check out some gameplay videos (not reviews if you don't want your opinion sullied right away) if you're really curious. It's an experience that you don't find a lot of these days.

Happy hunting!

Edit: Updated for credit in Steam Awards, lol..."
595280,Best deceit game on Steam I've played.
275850,"So I have played No Man's Sky shortly after it was released. 

I already read a lot of reviews and most of them are negative. I actually can't understand why everyone is complaining, this game was released yesterday and I bet there will be a lot of patches and updates, so calm down people!

But I also have some negative thoughts concerning the game. Actually the game does what the devs promised us, but it kinda lacks of realism. All the planets have the same grativity level, all of them have life forms (sometimes just flora, sometimes just fauna), EVERY planet I ""discovered"" yet was inhabited by those alien NPCs, which is disappointing. 
I also think this will be patched and updated as soon as the devs will figure out how to solve this. 

Also I read a lot of about performance issues. I don't own a high-end gaming pc, but it's a decent device, and I can run No Man's Sky on high settings without any issues. [url=http://www.no-mans-sky.com/2016/08/pc-support/] Sean Murray [/url], the lead dev, also published a statement about this issue. 

Fazit: In my opinion No Man's Sky is a really good and interesting game, which just needs some more detail work. I absolutely recommend this [u] exploration based [/u] game."
552500,"I'm writing this review to show my disgust with Fat-shark as a profit hungry, lackluster company. Demonic chaos wastes with no demons? ""TeMPeR YoUR ExpECtAtIONs"" Honestly what a joke. I hope this company fails soon and badly with stupid decisions like this being made."
239820,"Despite being minor, there are some issues :  
The pop-up messages can be a little annoying and the R&D mechanic lacks a little more visual explanation . And i would add that a classification for your best rated games and some system that indicates what your fans would like your company to produce next would be welcome.

With that out of the way I may added that I never spend 12 hours straight in a game in just 2/3 sittings.  I guess this says pretty much about how I felt engaged on this experience. I never fell for Sims games, never played the Sims and my total play time for Theme Hospital/Park and Sim city combined barely reachs 2 hours.  Even so I dare to say this is one of the most engaging games that I played in the last years, its a game that always bring something new and have a great risky/reward relation that keeps you engaged ( raped the F12 button on my first 9.5 rated game )  and besides in one of those easy to learn hard to master things that I love.

The price tag of $10 is a steal....can wait for a sequel."
397950,good
292030,Blana bomba
313160,i love this game its setup and ui is great and i love so much i have over 350 hours i belive.
231200,"If you're a fan of David Lynch or if you can imagine Monty Python on Nyquil, this is for you."
730,It's actually pretty cool and i think this the best FPS game EVER!
790820,"I enjoyed it more than Valkyria chronicles 1, somehow it adds more to a already great game and i would recommend playing, if not for the hilarious character interactions."
367520,One of the best games I have ever played
646570,Love it
359550,Pretty gud
105600,"I can\'t recommend this game enough.  There is a huge amount of content in this game, and it never gets old.  Fire up the wiki and get to work!"
393380,Love it
847370,"In my personal opinion, I think that this is the PERFECT game its appeal and almost cartoony style and bellyaching jokes just make it my new favorite game"
10090,I pooped only once while playing this game
251850,"While i do not feel like i have gotten very far in this game, i cant help but say i absolutely love it so far, the graphics are simple, but they have an artistic attribute to them that makes them enjoyable, and not distracting at the slightest, i feel like they are very fitting, the gameplay itself is very unique, and will have you feeling like youre dreaming instead of playing a game, i cannot wait for whats in store while i get further into this game. i absolutely recommend this game to anyone who wants a refreshing experience with some puzzles that will test your memory."
65980,"The game is like sex with your ex, when in the middle of it you realise what a mistake last few hours had been, but now you need to be a gentleman and finish........aaaaaaand you get a time victory

No challenge or particular fun whatsoever

Better pick up some Endless Space, guys

4/10, this relationship was definitely a mistake. Don't call"
284390,"I liked the jumpscares :DDDD
It is a good game with a good story and even if it has some pixel graphics I like it."
594330,"It's been pretty good so far. Had a few good scares, and it doesn't rely on jump scares to do it. My only real gripe about the game is that there are a couple small scares that get used against you almost every time you pass the room they're in. A radio will mysteriously start every time you walk past it. The grandfather clock will bong. TVs refuse to stay off. They're not at all game breaking, but can be kind of annoying and immersion breaking. The models for the ghosts, at least in the first 2 chapters, are also pretty rough. Specifically the old lady ghost. She looks kind of comical when she's not doing ghost things like vibrating, etc. 

The inventory system is a little frustrating too. It's going for survival horror, but you find yourself having to go to the storage room a bunch because you lack the specific tool you need. This is pretty rough in the dolores chapter, where you basically need the sledgehamer the entire time, but you have to use both hands to use it. Then when you get to the end of a section you wind up having the drop the sledgehammer to interact with the final trigger. The section ends when this happens, but then you have to trek down to the basement just so you can pick the hammer up again when it spawns in your storage room. It winds up being more tedious than anything. Again, not game breaking, but it is annoying and kind of breaks immersion."
271590,Fun game to play with friends i rate it 8/10
646570,Buy it.
287390,"This game is fantastic!
A Ukrainian studio creating a game (and series) from an already popular book franchise.
This game comes with all the season pass unlike it's original counterpart now removed.
It's scary, touching, inspiring yet nude. Has horror when you need it. Has moral when it's nessasary. Makes you forgive the villains in the story. It's a really good depiction of what Moscow Russia would look like if a nuclear apocalypes ever happen. The surface, the tunnels, the mutants, my favorite; the society and improvised armoury. My dislike part is that the canonical ending, you have to get moral points which are a hassel to obtain so watch a guide on Youtube or something. Anyways this is one of my favorite games, and should be more reconized in my opinion though, don't forget the sequel in 2018! 
Buy this game if you have the chance, and it's sequel and predecessor, you will most likely not regret buying the 
game/ series!   ;)"
105600,"Terraria is one of a kind.

There's more content, for both building and progression, in this 2-D game, than in most games with five times the budget."
203630,Also horrible.
500,great characters and co-op game
240720,frustrating but i will not let it beat me... great time tho
460930,"Pros: 
- allows the gamer to choose how they want to execute *most* missions
- incredibly huge map
- good combat/stealth mechanics
- fast travel available
Cons:
- time consuming
- weak characters/plot 
- driving sucks"
275850,"Want multiplayer in space with procedurally generated planets? Go play Space Engineers.

No Man's Sky isn't perfect but It'd be pretty difficult to pull off creating an entire universe and having it be perfect. What this game does better than any other is capture the spirit of adventure and discovery.  That plaet you're on... yeah, nobody has ever been on it before. Those purple rock mountains with the aluminium splike in the middle next to the red sea teeming with life? Nobody else has seen it. Can they? Yes, they just go to those co-ordinates, but you're the FIRST!

The fact that you can go somewhere you can't get out of if spelunking informs your every decision... There are cave IRL you can't get out of because nature with its own form of procedural generation didn't make them with you in mind and neither has the algorithm.

Yes the combat is shonky, yes the inventory is a pain, yes the NPCs are pretty much cardboard cut-outs. But I don't care. I got exactly what I wanted from this. The wonder of not just exploring an entire world, but an entire universe.

I think the impossible-to-actually-exist game that people had in their head has infomed WAAAY too many people's opinions on this review page."
730,"Very skill intensive game. NOT FOR CASUALS, but if you are up for a challenge then this is a very fun game to sink hundreds of hours into."
214950,"So much hard work to get spread across the map, and they the game splits it in half randomly taking your generals, admirals, armies, fleets, proviences and agents.  All of this with a ""low chance"" of civil war.   I am not going to take 10 hours redoing hours of work to defeat my own armies.

"
730,I GOT BANNED FOR NO REASON LIKE WTF!!!!!!!!!!!!!!
303610,"This game is fun and has a lot of levels. This game is just a meme, there isn't much of a story and you just basically mess around with objects"
648800,Great game to enjoy with friends. Chill game with alot to explore and just enough upgrades to keep you interested. If you are a fan of Subnautica Raft will be right up your alley.
785740,"Its a good game that could have been a great one.... Close.

Plus...
This feels like the team fell in love with the look and feel of the game and wanted to push for something more textural and story driven. You can feel that in the amazing graphics atmospheric music.  The game dynamics are solid and with some tweaking could really be amazing.

Minus... 
But they needed a sharper story arch for the cut scenes with better pacing. The slowness of the story really stands out as a big misfire when almost everything else was a direct hit.  If they wanted to hang so much of the game on the cut scenes the needed a proper film writer, editor and voice actors.

I would love them to take this game engine to a Mafia or Wartime story. 

7/10




"
578080,TOO MANY CHEATS - HEAD SHOT from 200m EVERYTIME. I unload an AK into a guy and he takes NO DAMAGE. Refund Now!
364360,"Wow, this game is good. If you like the city management of Civilization, and controlling huge armies in a fantasy setting, this game is for you. I absolutely love playing as the different races and working my way to the top. Diplomacy is handled pretty well too, so you don't have to kill everyone in sight. I recommend this game fully!"
343860,"About two weeks ago I was lamenting how few space games actually allow for zero-g movement, usually they are set in locations that while technically in space, have some sort of artificial gravity. Then along comes Tacoma and what do you know, it's got some sweet zero-g movement. Nice!

Tacoma is a (quote unquote) walking-simulator story game by Fullbright, the studio behind the somewhat polarizing Gone Home (in my library but have not played yet - shame on me). I dislike the term walking-simulator, not because it's wrong - lets face it you walk around a lot in most first person games, but because it's not really what you spend most of your time doing. Tacoma is a ""pick things up look at them and-put them back simulator"". 

I don't mean that in a bad way either, the level of detail that goes into every object and the environments of Tacoma is ridiculous. Each item you can pick up is made to look and seem as real (in the game world) as possible. And it's not for nothing, these items make up the world, give you details and flesh out the time and place you are in. They add gravitas, humor and more. Yes you can blow through Tacoma without picking up a single object, but why? Stop look and smell (well pick up and closely inspect) the flowers.

That's not to say that's all there is to Tacoma, the core of Tacoma is the story it tells and in order to not accidentally spoil anything I will be brief. You take on the role of Amy Ferrier, who has been tasked with investigating the events of what happened on the Tacoma space station and retrieve the on board AI named ODIN. Exploration and interaction will reveal the events of the last few weeks/days/hours leading up to the current situation. Throughout the game you become familiar with the small crew of diverse and real-feeling people that make up Tacoma's staff.

The primary game mechanic is to watch pre-recorded sequences of conversations via an enhanced reality interface. You will see and hear the crew walk around the locations of the ship in these sequences and be able to scrub back and forth through these recordings as people come and go. Sometimes you will follow a person or conversations out of the room, only to have to scrub back and watch from a different angle to see another part. It's quite brilliant and the format is something that really only works in video games. I honestly hope it's something that gets used again in other games.

There were a few things that bothered me such as not being able to see your feet/legs except in particular pre-set circumstances and how some of the interactions limit you for story reasons, nothing game breaking. Really I just wanted more - more recordings, more interactions, more story background (more zero-g!). I was compelled by what they gave me and much like last weeks review of Signal From Tölva, we only get the tip of the iceberg, and I want to sink my ship on the whole thing.

Interacting with these recordings and peaking into the lives of the crew has a slightly voyeuristic feel to it that at first I wasn't sure about. Not in an uncomfortable way, just more along the lines of wondering, is this really necessary? But your character is really just a neutral observer and it's far more about what you put into it, your interest level as the player. You can complete Tacoma by doing almost nothing but standing around and waiting, but the design and detail of the station invites you to investigate. ""Come take a look"" Tacoma says, ""I have such wonderful things to show you"" (just kidding on that last one - this isn't Event Horizon). 

Tacoma isn't long and it isn't complicated but it is a fascinating piece of interactive fiction featuring a well designed mechanic that's put to great use. Take your time when going through the space station Tacoma, it's not a race and it will reward you. Play it with someone, like movie night - only with more freedom.

[url=https://a2steam.blogspot.ca/]More game review and thoughts on my blog.[/url]"
960090,good
113200,Very nice! :)
578080,"Poorly optimized game performance. 
Last decade graphics. 
Terrible controls.
Glitches and bugs everywhere.
It's almost like this game was made in the late 2000s. We live in 2017, and I think we deserves a better quality game. Maybe it was too early for the game when it hit the popular market.
Devs should gives more attention to optimizing the game right now.

The only thing that is good about this game is it is fun with friends, and also fun watching streamers play it. So I will probably keep playing it, trying to ignore that fact that it is poorly made."
636480,"good graphics, really smooth gameplay, good mods, super good weapons, good AI"
550,"it is fun you shoud get it lovr the game both 1&2 all so make more frends.
"
223470,"This stuff can't be good for me, but I feel great."
431240,A blast!  Have a drink and yell at your friends!
730,awesome game
22370,"Awesome game overall, but too many game crashes. I try to run a couple of yards and then shoot something and my game crashes. Yes, I have done the coding fix and display fixes, etc. But it still never permanatly works."
22370,"To all the people downvoting and ranting about this game in an gratituous way: fuck you.

I just make a quick point here, since I don't want to go in depth (which you could easily do, for hours and hours): Just look at the gameplaymechanics, the story, the explorable, interactive world and the variety of ways to play the game and tell me with a straight face, that any of these factors is below 5. I don't know which RPG games you are used to, but please show them to me, because they have to come out of the creators studio of the originator himself.

PS: This game yields tons of fun things to do and fun things to try, but please, don't take my word for it."
4000,Worth 10 bucks dont play on laptop
730,"Great game, spent many hours on it would reccomend to any of my friends."
477160,Very fun but your fingers will hurt after holding on to something for too long.
361420,"Solid adventure/survival game with a coop that ties it all together. Has some glitches here and there, but  definitely a fresh and new experience from beginning to end. 8/10 totally worth it."
424840,A bit too short but still worth the 2-4 hours + 20$ you'll have to waste.
641990,issa good game
105600,Amazing game...worth every cent
400,"I now know the truth. The cake is a lie. 

I was recommended this game by a friend, who only stated that the cake is a lie. He didn't want to spoil anything for me, and while it is sort of a sparse recommendation, I now know he told the truth.

I strongly recommend this game. And the cake is a lie."
324800,"Like Shadow Warrior, but with loot, over 70 weapons, tons to do, replayability, skills, and more Wang. 9.5/10."
578080,"EPIC GAMER GAME
"
377160,I think I lost my life to this game
22380,come on its fallout new vegas
367520,I have invested more time in this than any other souls like I think
305620,"TLDR: Not for me.  I found it frustrating and counter intuitive.  Good simulation of someone with absolutely no survival skills suddenly finding themselves up sh*t's creek with no paddle.

----------------------------

I wanted to like this.  I really did.  But there are a few MAJOR problems right off the bat.  In Story mode, I found myself dieing over and over before I could even get to the crash site because the numbnutt player character (here after called Numbnutts) would get cold, get dizzy and walk off a cliff, causing him to die.  After the third time, it stopped being funny and really started making me wish I could make him eat toxic plants or fight a grizzly bear without weapons. 

So I tried sandbox survival.  Not much better.  It dropped me in the middle of the woods where it's 0 degrees C with plenty of supplies EXCEPT Numbnutts seems to forget that without proper winter clothing, you freeze to death in minutes.  So, here I am with Numbnutts, medical supplies, food, soda, wood, tinder, matches, etc and NO warm clothes to speak of.  By the time I found shelter (sort of...not sure a cabin that looks like it got bombed counts as shelter) where I could build a fire, I was 9/10ths dead from the cold.  So I built a fire, ate my food, drank my soda, spread out my bed roll, and put some snow on to melt.  Then Numbnutts gets dizzy from being tired so I told him to sleep for 1 hour.  Woke up, the water was evaporated and the fire was out.  F-ing great.  Numbnutts can't even prepare for the cold weather, so why would I think he could build a proper fire or melt snow?  Oh, did I mention that NONE of my ""Condition"" meter refilled while sleeping?  So I'm STILL 9/10ths dead and now I have NO water, NO food and NO tinder (which means no fire).  Now I have to go look for wood and...you guessed it...Numbnutts dies in the snow because he's too cold and his health bar or what ever it is ticks down to empty.  Great...there's a half an hour I would like back.  That brings me to another point.  Water obtained from melting snow should be 99% safe.  Especially if the snow is in the middle of an uninhabited wilderness.  Once you boil it, unless there is some chemical impurity (not likely if the place is uninhabited), water is 99% safe.  Now, if the snow has a red twinge to it, a.k.a. Watermelon Snow, that's another story.  Stay away from that (seriously, IRL, that can kill you if you ingest it). 

So, please, tell me, where is the fun in this?  The game opens up with a reminder that this is NOT a survival simulator and is just a game and yet, it seems to be a really good simulation of what will happen to people who have no survival training what so ever when the world ends.

As it stands, it doesn't work.  At least, not for me.  There needs to be a LOT of tweaks before I'll give this another shot.  I can't fathom a real life scenario where someone ends up in the Canadian wilderness with a can of sardines and an orange soda but  without a proper coat.  At the very least, you should have something warmer than long underwear and jeans.  And when I say ""coat"" I mean a real coat.  Like a down filled parka or something.  There is no excuse for gimping the player from the get go by starting him off freezing to death.  You would think that your instinct to collect wood and get a fire going would be the answer but no....it isn't.  Your condition deteriorates when you do anything if you're too cold and you eventually die trying to keep warm.

In conclusion, if you like frustrating, counter intuitive game play, knock yourself out.  If you like a game that give you almost no clear direction and punishes you (with death) for not jumping on it's logic train from square one, go for it.  Personally, I recommend getting a survival mod for Skyrim or just playing Fallout 4 (or New Vegas) on survival.  Stay away from this ""Kings Quest"" train of thought.  Lastly, anyone who says anything along the lines of ""go read a guide"" can gargle my balls.  A game should clearly present it's concepts without needing a walk through to be understood and enjoyed.  If your game needs a guide, you really need to rework your game because it's designed poorly."
10,NT SCAMER <3
648350,"What a waste of money, was looking forward to this game. 
Was does $70 dollar CAD game, play like $5 app game i'd find on my phone. 
3/10 (only cause of the dinosaurs)"
208580,"More than a good game, more than a bad one, I prefer an INTERESTING game. With its dark and clever metacommentary on the Star Wars universe itself, its multilayered characters, and a truly bleak atmosphere that conveys the horrors of war far more than any weepy montage of Jedi Knights getting gunned down, Knights of the Old Republic 2 (KotOR2) more than fits the bill.

HOWEVER, IT IS VERY IMPORTANT THAT YOU DOWNLOAD SOME KIND OF CONTENT PATCH FOR THIS GAME. KotOR2 was rushed for the holidays, and a ton of vital content was left on the cuttng room floor, from characters scenes to incredibly important plot details. The Sith Lords Restoration Patch is one of the best. DO NOT play this game without something like that.

Following closely the heels of the first game, KotOR2 examines in more depth exactly what would happen to the people of a galaxy after decades of war, and it isn't pretty. From the protagonist to the party members, everyone has been scarred...and the scars are more subtle than some bomb-scorched landscape. It takes a simultaneously more mystical view of the Force and a more critical view. After all, has the Force really done anything in the Star Wars universe but perpetuate years for its thousand-year history?

Of course, the game has some clever ""outs"" built into the story to keep the deconstructions from getting too heavy--some unreliable narration, though you'll have to play for yourself to see what I mean. And while the game plays well enough, it's essentially more of the same KotOR we got last time...along with the same massively overpowered character you get by the end of the game. All these goes with the afformentioned fact that the game really isn't done--the pacing can be a mess towards the end, even with the patch.

Ultimately, it's up to you whether this makes the game worthwhile. As for me, this is one of my all-time favorites. It made me think--not just about Star Wars, but about the world outside of it. And I say that if a game can do that, it's damn worth a few hills of bugs."
424370,7 years to copy and paste a diablo PoE game that registers key hits LATE and piece of shit story boss that can hit you from anywhere - Hope you like rip-offs. Un-optimized piece of shit.
221380,"building building building building OH SHIT IM BEING ATTACKED WHY DO THEY ATTACK ME I DIND""T DO ANYTHING TO THEM oh I won

building building building building"
269950,Good game :)
437160,an amazing game with an amazing atmosphere
427520,"This is the only game I've ever bothered to review.. GREAT stuff.  Certainly feel like it appeals to a sort of personality type, but it definitely works for me.

I feel like it's a more cerebral Terraria for the engineering or possibly OCD mind.  Loving it."
57300,"Damn Daniel.. this is the best horror game ever!
The monsters are not that creepy for me, but the atmosphere from the environment and the sound effect is.
playing by yourself is better than watching someone else play."
394230,"First-person shooter with light MOBA elements in the typical Gearbox aesthetic, and unlike [i]Overwatch[/i] or any of the toxic eSports trash that supposedly inspired it, I can actually play this one by myself offline, or private co-op with my friends.

... why are the reviews 'mixed' again?"
381780,"The charming storytelling feels endless, art-style is great and becomes incredibly addictive quickly."
391540,"I just beat the game and got the true Pacifist ending maybe 20, 30 minutes ago and I haven't even closed it yet. It's just sitting there, the end title displayed and the music playing serenely in the background.

Undertale is something really, really special. I laughed until I cried, I bawled my eyes out (three times), I sat and stared and shouted aloud in genuine horror. This game pulls so many sharp turns on the emotional roller coaster that I could barely keep up. Its characters grabbed hold of my heart and held on tight, and I have a feeling they'll be sticking around for a good while now.

This game is the best I have ever played. I don't think words can properly describe it. It's left me with that gaping void that any good entertainment leaves behind, video game or otherwise. I haven't felt like this in years, easily.

Please, if you are on the fence about buying this game, I urge you. Please, buy it. You're missing out on something extraordinary."
361420,Fun game with friends.
383150,juego divertido para jugar con amigos boeeeee alto reseñador na mentira esta bueno el jueguito
252490,"I love rust, been playing for a while now. The xp system kinda ruined it for me but I will never give up. I cant wait to see what comes to this game its amazing. Best game i ever played so far"
70,better than cyberpunk 2077
286690,"Metro 2033 is a game that tells the story from the book with the same name wrote by Dmitry Glukhovsky's. In this book, the world was bathed in nuclear fire at the end of world war 3 and twenty years later, humanity still faces the consequences of their hatred.

I love the Metro series, especially the first one because how clear and somewhat realistic the main story is, while at the same time, there is some introductions of the unknow that don’t overpower the main plot but leave you wondering.

With that in mind here are my pros and cons:

Pros:

 .Amazing environment: I love post nuclear apocalypse games, especially the ones that take place almost right after the war. So, seeing humanity on their knees while trying to survive, it’s amazing.
 .Solid story: The games has an average of 8 hours of play time and in those 8 hours they managed to insert an entire book in it without compromising it’s quality.
 .Great weapon design: Love the variety of weapons that Metro 2033 introduces. From military grade weapons to weapons made of spare parts.
 .For all playstyles: If you want to be stealthy then go for it. If you want to go loud than also go for it. The game allows both playstyles. 

Cons:

 .Clipping NPCs: Nothing that will ruin your experience but it happened a couple of times.

TL:DR Like I said, I love the Metro series and I would recommend you to buy this game with extreme confidence. Hope this helps!    
"
105600,k
730,Great game! :D
535230,amzing game
730,good
271590,"long loading screens, griefers and modders in online but its worth it"
730,worth it
552500,"gud
"
362890,Great re-make of a classic!
883710,The old good horror game with good graphics what else do we need 10/10
550,erm... yeah its.... kinda good haha
277460,"this game brings back alot of good memories from childhood, it was awesome then and i still find it entertaining now. as i pay attention now the graphics for this game really arnt that bad id say it was ahead of its time compaired to some of the games i play now from when i was a kid. ive played this game time and time again and was wondering if there was any map packs for it? something to breath some new life into a still very fun game. anyway i would suggest this game for anyone who likes medival war games!!!!!"
214490,"Of all the Alien games over the years, this game sticks the closest to the source material and it REALLY works; truly terrifying, getting to each save point feels like sweet victory! Good story telling and a compelling heroine round out a survival horror game to be remembered! Highly recommended.

Definitely not for the faint of heart, make sure to bring plenty of spare underpants!"
730,Wasted my life but worth it
646570,"super obsessed with this game, i got introduced to it by a streamer on twitch, dexteritybonus, and i've loved this game."
211820,"Great game that seems to always surprise you no matter how long you play it... every planet is different and you never know what to expect. Could be pirates, bandits cultists, mushrroom people..... And about another 400 different things I do not plan on spending the time mentioning.. and that is not including the creatures.... They may attack you they may not the thing is every planet has different creatures on them. I have yet to go to a planet that had a creature that looked like another creature ive experienced on another planet. Massive replayability and massive ability to keep playing this awesome game that is still getting updates all the time. I Don't normally review games and recommend them but this is one of those games."
320240,"Not as bad as some of the reviews said. Good Graphic. Smooth running. Interesting story. 
Waiting for more DLCs. Need more contents/maps/characters. 


I got the game on 50% sale. Worth the price.
"
386940,"matei o guegs e o beda várias vezes, jogo bom prim"
594650,"after 10 mins loading each round i gave up, looks good, lots of bugs and glitches, well marketed but plays like shit"
250900,"Baby cries at a poo for an hour or so.
10/10"
409710,Amazing series
359550,Blessed with this masterpiece
469720,bought at 2017 and still updating. a SLG fan must have game.
238320,"scary af, 10/10"
8870,Crazy🤩🤩🤩🤩🤩
518920,"memes
"
730,"To all of you maybe new players who want to seek adventure in cs go be it for fun or pursuing to climb up in ranks be with the best listen to me its not worth your time. Cs dont get mistaken is a really good game, just the competetive aspect of it makes you never tier of the game but after 2.5k hours on the game imma tell you not to install the game or waste any valuble time on the game not because the game is awful but because of two main reasons i encounter on a daily basis. The first being hackers.i know there are cries about cheaters every where but the amount of Cheaters in cs go is Alarming high the amount of cheaters in this game is just sad abd beyond cure. it dosnt matter if you have good or perfect trust factor, you will end up facing a cheater or having one in your team and that i assure you. You will not have  a wonderful time and that i mean it. No matter how much time you spend perfecting your aim and smart approach to the game it wount matter because you are  guaranted to either play against a hacker or have one in your time. I cant remeber last time i had a mm game where all players were legit in mm. The highest rank i have achived is supreme since i started investing time into cs go mm i have come across countless cheaters. I dont even remember how many games i had to just leave the game because what can you do against someone who is blatantly cheating. The other reason is  teammates. You will either once in a blue moon get qued up with a good team where all talk and call out shots and pure teamplay as to what counterstrike is based upon. Or you will absolutley all the time get matched with the most toxic teamates on earth. In a game where communication is key you will have to mute your teammates just to not get toxicated. IT DOSENT MATTER if you report them or not. Valve could care less, tes vac system is effective to some extend but at this point it is beyond cure its a sickness that is killing the game. This  game has so much potential to even be the best but valve just dosnt care and neither shud you this game is so going downhill. And give russians their own fucking servers."
434020,"tower defense with a twist of zombies, a bunch of different zombies"
